generation,fish,shark
1293,22650,496
1294,22704,494
1295,22753,492
1296,22798,491
1297,22855,490
1298,22893,488
1299,22937,487
1300,22774,971
1301,22410,970
1302,22131,969
1303,21906,968
1304,21682,967
1305,21486,966
1306,21324,965
1307,21170,964
1308,21028,963
1309,20920,962
1310,20819,961
1311,20720,961
1312,20651,960
1313,20582,960
1314,20510,959
1315,20457,959
1316,20405,958
1317,20355,957
1318,20312,957
1319,20266,956
1320,20233,956
1321,20203,956
1322,20182,955
1323,20167,955
1324,20147,954
1325,20135,954
1326,20119,954
1327,20100,953
1328,20092,953
1329,20086,952
1330,20069,952
1331,20048,951
1332,20045,951
1333,20035,951
1334,20024,951
1335,20024,951
1336,20022,950
1337,20013,949
1338,20018,949
1339,20018,948
1340,20012,947
1341,20025,947
1342,20027,946
1343,20030,946
1344,20033,945
1345,20034,945
1346,20045,944
1347,20057,943
1348,20060,942
1349,20074,941
1350,20089,925
1351,20090,919
1352,20095,912
1353,20112,903
1354,20116,891
1355,20130,877
1356,20148,860
1357,20164,843
1358,20180,825
1359,20198,807
1360,20223,791
1361,20239,775
1362,20265,760
1363,20289,746
1364,20317,732
1365,20349,719
1366,20368,707
1367,20398,694
1368,20438,684
1369,20472,674
1370,20512,665
1371,20558,657
1372,20595,649
1373,20636,643
1374,20682,636
1375,20730,628
1376,20778,621
1377,20826,615
1378,20883,609
1379,20937,603
1380,20981,598
1381,21033,592
1382,21087,585
1383,21141,580
1384,21203,575
1385,21266,570
1386,21321,566
1387,21391,561
1388,21445,557
1389,21501,554
1390,21574,549
1391,21639,546
1392,21703,543
1393,21772,539
1394,21836,535
1395,21899,533
1396,21985,529
1397,22061,527
1398,22128,524
1399,22218,521
1400,22055,1040
1401,21696,1038
1402,21436,1036
1403,21219,1035
1404,21019,1033
1405,20864,1031
1406,20728,1030
1407,20582,1028
1408,20461,1027
1409,20375,1026
1410,20286,1025
1411,20216,1024
1412,20153,1022
1413,20098,1021
1414,20049,1021
1415,20009,1020
1416,19963,1019
1417,19918,1018
1418,19892,1017
1419,19861,1016
1420,19842,1016
1421,19819,1015
1422,19798,1014
1423,19787,1013
1424,19788,1013
1425,19766,1012
1426,19757,1011
1427,19757,1011
1428,19758,1010
1429,19759,1010
1430,19769,1009
1431,19771,1008
1432,19772,1008
1433,19788,1007
1434,19787,1007
1435,19785,1006
1436,19802,1006
1437,19803,1005
1438,19801,1004
1439,19816,1003
1440,19819,1003
1441,19821,1002
1442,19835,1001
1443,19848,1001
1444,19852,1000
1445,19870,1000
1446,19882,999
1447,19886,998
1448,19907,998
1449,19926,996
1450,19931,980
1451,19944,975
1452,19969,969
1453,19970,960
1454,19994,949
1455,20023,939
1456,20039,928
1457,20060,913
1458,20087,898
1459,20111,885
1460,20141,870
1461,20168,857
1462,20207,845
