generation,fish,shark
671,3689,888
672,3696,865
673,3704,842
674,3717,816
675,3736,790
676,3757,766
677,3781,740
678,3812,716
679,3844,694
680,3879,674
681,3924,655
682,3968,638
683,4007,623
684,4059,610
685,4111,596
686,4163,583
687,4225,572
688,4288,562
689,4351,553
690,4426,544
691,4496,537
692,4572,530
693,4650,523
694,4729,517
695,4815,512
696,4904,507
697,4989,502
698,5081,497
699,5173,493
700,5109,979
701,4842,977
702,4649,974
703,4498,971
704,4370,969
705,4264,966
706,4183,964
707,4109,961
708,4049,959
709,4010,956
710,3977,953
711,3947,951
712,3926,948
713,3908,946
714,3890,943
715,3879,941
716,3872,938
717,3861,935
718,3853,930
719,3847,926
720,3849,875
721,3854,854
722,3860,833
723,3871,811
724,3887,786
725,3903,763
726,3919,740
727,3946,720
728,3972,701
729,4002,685
730,4037,670
731,4079,654
732,4118,642
733,4163,629
734,4219,617
735,4266,606
736,4324,595
737,4391,584
738,4443,575
739,4504,566
740,4579,558
741,4642,549
742,4717,542
743,4797,536
744,4869,530
745,4955,524
746,5046,518
747,5127,513
748,5218,509
749,5318,505
750,5231,1003
751,4944,999
752,4741,996
753,4567,992
754,4423,989
755,4305,986
756,4207,984
757,4125,981
758,4062,980
759,4005,977
760,3958,975
761,3928,973
762,3895,971
763,3860,968
764,3839,966
765,3817,964
766,3793,961
767,3769,958
768,3756,955
769,3741,950
770,3726,901
771,3722,884
772,3717,865
773,3709,844
774,3716,823
775,3727,801
776,3730,781
777,3746,762
778,3771,744
779,3788,726
780,3815,710
781,3852,695
782,3885,681
783,3923,668
784,3969,656
785,4016,644
786,4073,633
787,4122,622
788,4178,612
789,4247,603
790,4316,594
791,4379,586
792,4460,578
793,4536,571
794,4611,564
795,4704,558
796,4793,553
797,4875,548
798,4971,542
799,5067,538
800,4996,1066
801,4705,1061
802,4478,1057
803,4297,1053
804,4141,1049
805,4002,1045
806,3891,1042
807,3803,1039
808,3720,1037
809,3651,1034
810,3604,1031
811,3562,1028
812,3519,1026
813,3495,1022
814,3471,1020
815,3439,1017
816,3427,1013
817,3410,1009
818,3388,1005
819,3383,999
820,3371,938
821,3358,917
822,3361,893
823,3366,867
824,3369,840
825,3386,815
826,3400,788
827,3417,762
828,3444,738
829,3471,716
830,3497,695
831,3536,677
832,3576,662
833,3613,648
834,3661,634
835,3706,622
836,3758,610
837,3814,600
838,3873,591
839,3938,582
840,4012,572
841,4080,562
842,4157,554
843,4248,547
844,4324,541
845,4408,535
846,4501,529
847,4590,524
848,4682,519
849,4780,515
850,4731,1021
851,4466,1016
852,4276,1012
853,4121,1009
854,3989,1006
855,3873,1003
856,3790,1000
857,3718,996
858,3665,993
859,3619,991
860,3586,988
861,3564,985
862,3543,982
863,3528,980
864,3521,976
865,3517,973
866,3518,970
867,3521,965
868,3526,961
869,3528,955
870,3543,889
871,3552,865
872,3565,839
873,3589,812
874,3611,784
875,3633,756
876,3662,730
877,3692,702
878,3726,679
879,3763,656
880,3802,636
881,3848,617
882,3904,599
883,3956,584
884,4013,568
885,4076,556
886,4141,543
887,4210,531
888,4281,521
889,4363,511
890,4441,503
891,4517,496
892,4597,489
893,4685,483
894,4771,477
895,4855,472
896,4957,466
897,5050,461
898,5143,457
899,5248,453
900,5192,899
901,4967,896
902,4801,893
903,4684,890
904,4590,887
905,4508,885
906,4444,882
907,4394,880
908,4350,878
909,4322,876
910,4303,874
911,4284,871
912,4281,869
913,4278,866
914,4279,864
915,4284,861
916,4287,859
917,4284,856
918,4285,853
919,4281,848
920,4292,802
921,4294,785
922,4303,768
923,4314,750
924,4331,731
925,4352,713
926,4379,695
927,4403,677
928,4435,662
929,4477,647
930,4514,633
931,4548,619
932,4595,607
933,4639,597
934,4684,587
935,4738,578
936,4786,570
937,4842,562
938,4904,555
939,4966,549
940,5024,544
941,5090,538
942,5160,533
943,5222,527
944,5293,523
