generation,fish,shark
441,3121,868
442,3133,795
443,3181,730
444,3270,667
445,3356,610
446,3472,563
447,3624,525
448,3773,490
449,3947,463
450,4071,880
451,3966,861
452,3924,845
453,3937,831
454,3956,816
455,3996,801
456,4080,694
457,4157,647
458,4260,605
459,4377,567
460,4501,534
461,4637,507
462,4788,484
463,4939,465
464,5103,449
465,5162,870
466,5000,859
467,4904,848
468,4855,839
469,4818,830
470,4798,819
471,4808,746
472,4822,713
473,4846,679
474,4897,648
475,4948,619
476,5014,594
477,5092,575
478,5172,557
479,5261,541
480,5219,1056
481,4910,1044
482,4686,1034
483,4524,1024
484,4379,1014
485,4265,1002
486,4190,916
487,4128,869
488,4089,823
489,4085,777
490,4077,735
491,4098,692
492,4142,657
493,4183,627
494,4256,600
495,4236,1157
496,3934,1137
497,3727,1119
498,3589,1100
499,3470,1082
500,3393,1063
501,3366,919
502,3346,849
503,3366,781
504,3414,721
505,3466,663
506,3556,615
507,3664,577
508,3771,542
509,3915,514
510,3990,979
511,3824,958
512,3746,940
513,3710,922
514,3690,905
515,3707,887
516,3746,761
517,3801,707
518,3887,657
519,3994,611
520,4105,569
521,4241,534
522,4391,501
523,4541,476
524,4704,455
525,4771,875
526,4628,860
527,4546,847
528,4515,836
529,4497,824
530,4492,813
531,4528,728
532,4569,693
533,4624,659
534,4703,624
535,4794,594
536,4880,568
537,4989,548
538,5111,529
539,5221,515
540,5203,1000
541,4950,988
542,4761,977
543,4636,968
544,4531,958
545,4437,947
546,4391,866
547,4370,823
548,4343,783
549,4356,742
550,4388,702
551,4415,667
552,4465,635
553,4539,608
554,4618,582
555,4584,1123
556,4285,1105
557,4065,1089
558,3916,1073
559,3790,1058
560,3698,1040
561,3648,916
562,3621,853
563,3616,792
564,3633,734
565,3669,681
566,3728,631
567,3801,593
568,3893,559
569,4005,528
570,4039,1002
571,3853,980
572,3735,961
573,3661,944
574,3632,927
575,3618,909
576,3642,783
577,3694,728
578,3757,674
579,3845,623
580,3960,580
581,4076,539
582,4212,506
583,4372,479
584,4534,457
585,4604,878
586,4476,862
587,4395,849
588,4357,837
589,4345,826
590,4355,814
591,4380,728
592,4421,689
593,4481,654
594,4562,619
595,4657,587
596,4755,558
597,4874,532
598,4999,511
599,5128,493
600,5140,956
601,4920,943
602,4772,932
603,4674,922
604,4595,913
605,4543,902
606,4518,822
607,4509,779
608,4517,738
609,4545,698
610,4580,661
611,4631,628
612,4704,603
613,4783,579
614,4868,560
615,4841,1089
616,4543,1074
617,4320,1060
618,4159,1049
619,4025,1036
620,3923,1022
621,3860,922
622,3813,868
623,3801,816
624,3815,763
625,3839,715
626,3889,670
627,3959,629
628,4034,595
629,4139,566
630,4151,1085
631,3905,1064
632,3753,1044
633,3645,1027
634,3549,1011
635,3496,992
636,3485,856
637,3479,792
638,3511,734
639,3576,681
640,3640,631
641,3742,586
642,3869,552
643,4000,522
644,4148,496
645,4235,947
646,4081,929
647,3998,912
648,3966,896
649,3942,883
650,3950,869
651,3989,760
652,4036,713
653,4108,665
654,4206,622
655,4301,583
656,4419,551
657,4546,525
658,4677,502
659,4823,484
660,4862,936
661,4675,923
662,4554,911
663,4486,900
664,4438,889
665,4416,877
666,4419,789
667,4444,743
668,4480,701
669,4541,660
670,4611,621
671,4693,589
672,4795,563
673,4909,541
674,5017,524
675,5004,1016
676,4743,1005
677,4554,994
678,4419,984
679,4315,974
680,4236,961
681,4193,877
682,4165,831
683,4151,787
684,4170,742
685,4200,702
686,4243,665
687,4312,632
688,4393,602
689,4482,578
690,4472,1110
691,4196,1091
692,3994,1074
693,3863,1059
694,3752,1043
695,3667,1025
696,3632,895
697,3609,831
698,3604,768
699,3639,711
700,3689,663
701,3750,619
702,3844,585
703,3953,555
704,4070,527
705,4114,1007
706,3933,986
707,3805,968
708,3756,953
709,3721,938
710,3696,921
711,3728,796
712,3770,741
713,3821,692
714,3913,646
715,4013,603
716,4111,564
717,4246,534
718,4396,507
719,4530,485
720,4596,932
721,4447,915
722,4345,901
723,4308,886
724,4287,873
725,4277,859
726,4305,758
727,4350,710
728,4401,666
729,4475,623
730,4564,586
731,4651,555
732,4760,529
733,4874,510
734,5003,493
735,5016,957
736,4791,945
737,4628,936
738,4526,926
739,4445,916
740,4383,906
741,4358,828
742,4348,788
743,4349,751
744,4382,713
745,4422,679
746,4476,647
747,4556,616
748,4639,591
749,4728,568
750,4715,1100
751,4419,1082
752,4215,1067
753,4069,1054
754,3948,1040
755,3856,1023
756,3799,909
757,3766,850
758,3758,793
759,3776,737
760,3808,686
761,3868,643
762,3941,606
763,4026,572
764,4140,545
765,4159,1045
766,3940,1026
767,3789,1009
768,3690,992
769,3637,977
770,3596,960
771,3595,838
772,3628,776
773,3667,719
774,3743,664
775,3837,616
776,3935,575
777,4062,542
778,4202,512
779,4348,487
780,4422,934
781,4275,917
782,4189,903
783,4148,889
784,4137,875
785,4139,860
786,4167,757
787,4223,707
788,4286,664
789,4367,621
790,4475,585
791,4575,551
792,4692,524
793,4838,503
794,4975,484
795,5002,937
796,4808,926
797,4670,916
798,4585,906
799,4529,896
800,4482,885
801,4464,806
802,4471,767
803,4488,728
804,4524,690
805,4577,654
806,4634,625
807,4717,599
808,4812,577
809,4908,559
810,4887,1083
811,4603,1068
812,4387,1055
813,4237,1043
814,4118,1031
815,4022,1016
816,3970,911
817,3935,858
818,3922,806
819,3939,755
820,3966,706
821,4011,661
822,4086,622
823,4168,589
824,4262,559
825,4269,1071
826,4018,1050
827,3849,1032
828,3739,1016
829,3652,1002
830,3594,984
831,3586,859
832,3591,797
833,3617,741
834,3679,686
835,3755,635
836,3850,590
837,3971,553
838,4104,521
839,4248,495
840,4319,944
841,4166,926
842,4075,910
843,4031,897
844,4011,883
845,4011,869
846,4047,762
847,4102,714
848,4160,670
849,4257,628
850,4360,589
851,4471,557
852,4604,527
853,4747,504
854,4891,483
855,4926,931
856,4745,917
857,4624,905
858,4553,893
859,4506,881
860,4474,869
861,4482,781
862,4499,739
863,4525,699
864,4577,658
865,4640,621
866,4708,591
867,4793,563
868,4885,542
869,4982,523
870,4956,1017
871,4689,1004
872,4493,993
873,4347,982
874,4247,971
875,4164,959
876,4114,874
877,4092,829
878,4081,781
879,4101,735
880,4140,692
881,4186,654
882,4260,622
883,4344,592
884,4442,566
885,4448,1089
886,4190,1070
887,3996,1054
888,3868,1039
889,3777,1022
890,3702,1005
891,3672,880
892,3670,816
893,3674,758
894,3708,701
895,3771,649
896,3845,605
897,3935,566
898,4048,535
899,4175,506
900,4216,962
901,4057,942
902,3952,924
903,3898,909
904,3877,892
905,3868,876
906,3885,758
907,3948,709
908,4009,663
909,4091,623
910,4201,585
911,4319,553
912,4448,528
913,4603,507
914,4759,488
915,4818,945
916,4640,931
917,4532,920
918,4469,910
919,4416,900
920,4395,888
921,4400,802
922,4413,759
923,4442,719
924,4489,680
925,4547,645
926,4624,612
927,4709,584
928,4807,560
929,4917,539
930,4900,1040
931,4637,1023
932,4462,1009
933,4331,996
934,4235,983
935,4165,969
936,4118,869
937,4095,822
938,4096,775
939,4112,728
940,4154,687
941,4204,649
942,4277,619
943,4363,591
944,4464,568
945,4458,1098
946,4188,1080
947,3990,1065
948,3850,1052
949,3745,1037
950,3672,1021
951,3631,907
952,3624,846
953,3632,785
954,3664,725
955,3725,670
956,3803,622
957,3887,584
958,3999,552
959,4128,524
960,4156,999
961,3969,980
962,3856,962
963,3780,947
964,3742,932
965,3730,916
966,3750,792
967,3789,733
968,3852,683
969,3937,634
970,4034,590
971,4157,552
972,4286,523
973,4429,498
974,4594,476
975,4648,917
976,4488,902
977,4397,889
978,4336,878
979,4310,867
980,4300,855
981,4309,763
982,4346,720
983,4396,679
984,4452,641
985,4533,605
986,4630,571
987,4727,544
988,4839,519
989,4961,500
990,4963,967
991,4735,954
992,4582,942
993,4469,930
994,4390,919
995,4327,907
996,4293,821
997,4295,777
998,4309,734
999,4333,694
