generation,fish,shark
713,8108,70
714,8101,70
715,8097,70
716,8094,70
717,8091,70
718,8089,70
719,8086,70
720,8083,70
721,8082,70
722,8080,70
723,8077,70
724,8075,70
725,8075,70
726,8073,70
727,8073,70
728,8074,70
729,8072,70
730,8072,70
731,8070,70
732,8069,70
733,8068,70
734,8068,70
735,8067,70
736,8067,70
737,8067,70
738,8066,70
739,8065,70
740,8065,70
741,8066,70
742,8067,70
743,8067,70
744,8069,70
745,8069,70
746,8072,70
747,8074,70
748,8075,70
749,8076,70
750,8079,70
751,8081,70
752,8083,70
753,8088,70
754,8090,70
755,8092,70
756,8096,69
757,8099,69
758,8102,69
759,8103,68
760,8105,68
761,8108,68
762,8109,67
763,8112,67
764,8113,67
765,8115,67
766,8119,66
767,8120,66
768,8121,66
769,8125,66
770,8126,65
771,8130,65
772,8133,65
773,8135,65
774,8137,65
775,8141,65
776,8143,65
777,8148,64
778,8151,64
779,8153,64
780,8156,64
781,8161,64
782,8165,64
783,8168,64
784,8173,64
785,8174,64
786,8179,64
787,8181,63
788,8183,63
789,8187,63
790,8192,63
791,8196,63
792,8200,63
793,8203,63
794,8209,63
795,8213,63
796,8214,63
797,8216,63
798,8220,63
799,8222,63
800,8183,127
801,8125,127
802,8082,127
803,8047,127
804,8015,127
805,7984,127
806,7960,127
807,7936,127
808,7915,127
809,7897,127
810,7879,127
811,7865,127
812,7852,127
813,7842,127
814,7830,127
815,7824,127
816,7815,127
817,7807,127
818,7801,127
819,7796,127
820,7792,127
821,7787,127
822,7783,127
823,7781,127
824,7778,127
825,7772,127
826,7768,127
827,7766,127
828,7764,127
829,7760,127
830,7759,127
831,7758,127
832,7755,127
833,7753,127
834,7751,127
835,7748,127
836,7749,127
837,7751,127
838,7753,127
839,7752,127
840,7754,127
841,7752,127
842,7751,127
843,7755,127
844,7756,127
845,7755,127
846,7755,127
847,7757,127
848,7758,127
849,7760,127
850,7761,127
851,7763,127
852,7768,126
853,7768,125
854,7769,125
855,7773,123
856,7775,122
857,7775,121
858,7778,120
859,7782,118
860,7784,116
861,7789,115
862,7793,113
863,7799,112
864,7803,111
865,7809,110
866,7812,109
867,7819,107
868,7824,107
869,7828,106
870,7838,105
871,7842,104
872,7849,103
873,7858,103
874,7865,102
875,7873,102
876,7881,102
877,7886,101
878,7895,101
879,7903,101
880,7910,101
881,7917,101
882,7923,100
883,7929,100
884,7939,100
885,7947,100
886,7954,99
887,7962,99
888,7970,99
889,7975,99
890,7985,99
891,7992,98
892,7999,98
893,8006,98
894,8012,98
895,8018,97
896,8027,97
897,8034,97
898,8035,97
899,8044,97
900,7999,193
901,7920,193
902,7866,193
903,7818,193
904,7775,193
905,7734,193
906,7699,192
907,7669,192
908,7639,192
909,7617,192
910,7599,192
911,7580,192
912,7565,192
913,7551,192
914,7535,192
915,7525,191
916,7514,191
917,7503,191
918,7494,191
919,7483,191
920,7474,191
921,7468,191
922,7461,191
923,7457,190
924,7453,190
925,7449,190
926,7445,190
927,7442,190
928,7439,190
929,7436,190
930,7435,190
931,7432,190
932,7431,190
933,7432,190
934,7430,190
935,7427,190
936,7426,190
937,7427,190
938,7428,190
939,7429,190
940,7429,190
941,7431,189
942,7435,189
943,7435,189
944,7441,189
945,7445,189
946,7447,189
947,7451,189
948,7455,189
949,7459,189
950,7463,186
951,7467,185
952,7473,184
953,7477,183
954,7482,182
955,7485,180
956,7489,178
957,7496,176
958,7502,174
959,7509,172
960,7518,170
961,7527,168
962,7532,167
963,7541,166
964,7552,164
965,7560,163
966,7573,162
967,7583,161
968,7594,160
969,7607,159
970,7618,158
971,7630,157
972,7645,156
973,7660,156
974,7673,155
975,7683,155
976,7700,154
977,7713,154
978,7723,154
979,7735,153
980,7751,153
981,7761,153
982,7772,153
983,7783,153
984,7795,152
985,7806,152
986,7820,152
987,7829,152
988,7842,152
989,7852,152
990,7859,152
991,7867,151
992,7876,151
993,7889,151
994,7899,151
995,7908,151
996,7917,151
997,7925,151
998,7932,150
999,7940,150
