generation,fish,shark
638,8253,38
639,8253,38
640,8253,38
641,8254,38
642,8254,38
643,8255,38
644,8256,38
645,8257,38
646,8257,38
647,8259,38
648,8259,38
649,8259,38
650,8260,38
651,8262,38
652,8263,38
653,8264,38
654,8264,38
655,8264,38
656,8265,38
657,8265,38
658,8267,38
659,8267,38
660,8268,38
661,8270,38
662,8271,38
663,8271,38
664,8272,38
665,8272,38
666,8273,38
667,8274,38
668,8275,38
669,8275,38
670,8276,38
671,8276,38
672,8276,38
673,8277,38
674,8278,38
675,8278,38
676,8279,38
677,8277,38
678,8278,38
679,8279,38
680,8279,38
681,8279,38
682,8279,38
683,8279,38
684,8278,38
685,8280,38
686,8279,38
687,8280,38
688,8280,38
689,8280,38
690,8279,38
691,8278,38
692,8279,38
693,8280,38
694,8280,38
695,8279,38
696,8280,38
697,8280,38
698,8281,38
699,8280,38
700,8251,77
701,8216,77
702,8196,77
703,8180,77
704,8165,77
705,8152,77
706,8139,77
707,8128,77
708,8119,77
709,8110,77
710,8104,77
711,8095,77
712,8089,77
713,8084,77
714,8076,77
715,8072,77
716,8068,77
717,8063,77
718,8059,77
719,8054,77
720,8052,77
721,8048,77
722,8045,77
723,8043,77
724,8043,77
725,8041,77
726,8040,77
727,8040,77
728,8038,77
729,8036,77
730,8037,77
731,8038,77
732,8036,77
733,8037,77
734,8039,77
735,8037,77
736,8038,77
737,8040,77
738,8038,77
739,8039,77
740,8041,77
741,8041,77
742,8042,77
743,8042,77
744,8042,77
745,8043,77
746,8043,77
747,8042,77
748,8043,77
749,8044,77
750,8044,77
751,8044,77
752,8046,77
753,8047,77
754,8048,77
755,8049,77
756,8052,77
757,8055,77
758,8054,77
759,8057,76
760,8059,76
761,8059,76
762,8060,75
763,8063,75
764,8063,74
765,8067,74
766,8071,73
767,8072,73
768,8074,73
769,8076,73
770,8080,72
771,8083,72
772,8087,72
773,8087,72
774,8091,72
775,8095,72
776,8097,72
777,8100,72
778,8104,71
779,8108,71
780,8111,71
781,8115,71
782,8118,71
783,8121,71
784,8125,71
785,8129,71
786,8132,71
787,8135,71
788,8138,70
789,8142,70
790,8144,70
791,8149,70
792,8151,70
793,8156,70
794,8158,70
795,8162,70
796,8167,70
797,8169,70
798,8172,70
799,8175,70
800,8138,141
801,8076,141
802,8031,141
803,7991,141
804,7957,141
805,7927,141
806,7898,141
807,7872,141
808,7848,141
809,7827,141
810,7811,141
811,7794,141
812,7778,141
813,7766,141
814,7754,141
815,7742,141
816,7733,141
817,7725,141
818,7715,141
819,7708,141
820,7701,141
821,7696,141
822,7689,141
823,7685,141
824,7678,141
825,7674,141
826,7671,141
827,7665,141
828,7662,141
829,7659,141
830,7656,141
831,7653,141
832,7650,141
833,7649,141
834,7646,141
835,7643,141
836,7643,141
837,7642,141
838,7643,141
839,7643,141
840,7643,141
841,7641,141
842,7644,141
843,7644,141
844,7644,141
845,7646,140
846,7649,140
847,7647,140
848,7650,140
849,7650,140
850,7651,140
851,7651,140
852,7653,139
853,7653,138
854,7652,137
855,7656,135
856,7659,134
857,7661,131
858,7665,128
859,7667,126
860,7669,124
861,7674,122
862,7676,120
863,7679,118
864,7682,116
865,7690,115
866,7695,113
867,7698,112
868,7703,111
869,7710,109
870,7717,108
871,7724,107
872,7731,106
873,7739,105
874,7746,104
875,7755,103
876,7763,102
877,7770,101
878,7779,100
879,7787,99
880,7796,98
881,7806,98
882,7814,97
883,7827,96
884,7836,95
885,7844,95
886,7856,94
887,7865,94
888,7875,93
889,7886,93
890,7896,93
891,7905,92
892,7915,92
893,7925,92
894,7933,91
895,7941,91
896,7948,91
897,7956,90
898,7965,90
899,7972,90
900,7931,179
901,7865,179
902,7818,179
903,7777,178
904,7742,178
905,7707,178
906,7680,178
907,7655,178
908,7633,177
909,7615,177
910,7600,177
911,7585,177
912,7572,177
913,7560,176
914,7550,176
915,7540,176
916,7535,176
917,7529,176
918,7526,175
919,7520,175
920,7513,175
921,7511,175
922,7510,175
923,7506,175
924,7504,175
925,7504,174
926,7504,174
927,7506,174
928,7506,174
929,7505,174
930,7506,174
931,7507,174
932,7508,174
933,7510,173
934,7510,173
935,7512,173
936,7512,173
937,7514,173
938,7517,173
939,7516,173
940,7519,173
941,7522,173
942,7522,173
943,7526,173
944,7528,173
945,7529,172
946,7533,172
947,7536,172
948,7539,172
949,7547,172
950,7549,170
951,7553,169
952,7557,168
953,7563,168
954,7568,166
955,7573,165
956,7581,164
957,7585,162
958,7592,161
959,7599,159
960,7605,158
961,7614,157
962,7619,155
963,7626,154
964,7636,153
965,7645,152
966,7650,151
967,7663,150
968,7674,149
969,7679,148
970,7690,148
971,7702,147
972,7709,147
973,7721,147
974,7735,146
975,7746,146
976,7758,146
977,7769,146
978,7781,145
979,7795,145
980,7807,145
981,7817,145
982,7830,144
983,7842,144
984,7853,144
985,7864,144
986,7876,144
987,7890,144
988,7900,144
989,7909,144
990,7920,144
991,7930,144
992,7941,144
993,7947,143
994,7956,143
995,7962,143
996,7970,143
997,7976,143
998,7983,143
999,7992,143
1000,7920,287
1001,7796,287
1002,7703,287
1003,7620,287
1004,7548,287
1005,7480,287
1006,7420,287
1007,7364,287
1008,7313,287
1009,7269,287
1010,7228,287
1011,7185,287
1012,7152,287
1013,7123,287
1014,7094,287
1015,7068,287
1016,7048,287
1017,7028,287
1018,7008,287
1019,6991,287
1020,6975,287
1021,6964,287
1022,6949,287
1023,6937,287
1024,6928,287
1025,6917,287
1026,6907,287
1027,6902,287
1028,6894,287
1029,6889,287
1030,6882,287
1031,6876,287
1032,6872,287
1033,6869,287
1034,6865,287
1035,6864,287
1036,6866,287
1037,6862,287
1038,6859,287
1039,6859,287
1040,6860,287
1041,6860,287
1042,6857,287
1043,6856,287
1044,6857,287
1045,6859,287
1046,6859,287
1047,6861,287
1048,6862,287
1049,6863,286
1050,6863,284
1051,6863,282
1052,6862,281
1053,6864,278
1054,6863,275
1055,6862,272
1056,6867,268
1057,6868,265
1058,6871,260
1059,6874,256
1060,6880,251
1061,6884,247
1062,6888,243
1063,6892,238
1064,6897,234
1065,6905,230
1066,6909,227
1067,6917,224
1068,6926,221
1069,6935,218
1070,6945,216
1071,6954,213
1072,6965,211
1073,6977,209
1074,6990,207
1075,7004,205
1076,7020,203
1077,7034,202
1078,7049,200
1079,7065,199
1080,7081,197
1081,7098,196
1082,7118,194
1083,7135,193
1084,7154,192
1085,7172,190
1086,7188,189
1087,7205,188
1088,7222,187
1089,7239,186
1090,7256,185
1091,7277,184
1092,7294,182
1093,7313,181
1094,7333,180
1095,7351,179
1096,7370,178
1097,7388,177
1098,7408,176
1099,7425,176
1100,7377,350
1101,7265,349
1102,7184,348
1103,7119,347
1104,7059,347
1105,7002,346
1106,6956,346
1107,6912,345
1108,6876,345
1109,6851,345
1110,6825,344
1111,6802,344
1112,6785,343
1113,6771,343
1114,6752,343
1115,6743,342
1116,6734,342
1117,6725,342
1118,6717,341
1119,6711,341
1120,6705,341
1121,6700,340
1122,6695,340
1123,6688,339
1124,6681,339
1125,6678,339
1126,6677,338
1127,6675,338
1128,6676,338
1129,6674,338
1130,6675,338
1131,6676,337
1132,6675,337
1133,6678,337
1134,6677,337
1135,6678,336
1136,6682,336
1137,6684,336
1138,6685,336
1139,6688,335
1140,6691,335
1141,6691,335
1142,6693,334
1143,6700,334
1144,6703,334
1145,6703,333
1146,6713,332
1147,6716,331
1148,6724,331
1149,6733,329
1150,6739,316
1151,6742,313
1152,6753,310
1153,6762,305
1154,6769,301
1155,6783,296
1156,6791,292
1157,6800,286
1158,6813,281
1159,6828,277
1160,6836,273
1161,6851,269
1162,6862,266
1163,6875,261
1164,6894,258
1165,6912,256
1166,6929,253
1167,6950,252
1168,6966,250
1169,6983,249
1170,7007,247
1171,7029,246
1172,7049,245
1173,7071,244
1174,7092,243
1175,7114,242
1176,7139,242
1177,7162,241
1178,7183,241
1179,7208,240
1180,7234,239
1181,7254,239
1182,7276,238
1183,7301,238
1184,7319,237
1185,7337,237
1186,7361,237
1187,7381,236
1188,7399,236
1189,7422,236
1190,7440,236
1191,7458,235
1192,7478,235
1193,7496,235
1194,7517,235
1195,7538,234
1196,7554,234
1197,7570,234
1198,7587,234
1199,7605,233
1200,7503,467
1201,7318,467
1202,7171,467
1203,7045,467
1204,6934,467
1205,6833,467
1206,6744,466
1207,6668,466
1208,6598,466
1209,6536,466
1210,6479,466
1211,6426,466
1212,6384,466
1213,6347,466
1214,6307,466
1215,6276,466
1216,6244,465
1217,6219,465
1218,6194,465
1219,6173,465
1220,6154,465
1221,6134,465
1222,6115,465
1223,6098,465
1224,6083,465
1225,6068,465
1226,6054,465
1227,6044,465
1228,6029,465
1229,6017,464
1230,6008,464
1231,5996,464
1232,5990,464
1233,5983,464
1234,5977,464
1235,5971,464
1236,5969,464
1237,5965,464
1238,5964,464
1239,5959,464
1240,5957,463
1241,5954,463
1242,5955,463
1243,5953,463
1244,5951,463
1245,5951,463
1246,5957,463
1247,5959,462
1248,5961,462
1249,5961,462
1250,5962,455
1251,5969,451
1252,5975,446
1253,5976,441
1254,5982,434
1255,5990,425
1256,5992,415
1257,5998,407
1258,6005,397
1259,6009,389
1260,6017,381
1261,6025,372
1262,6031,365
1263,6043,358
1264,6049,352
1265,6055,346
1266,6067,340
1267,6077,335
1268,6088,329
1269,6103,325
1270,6119,321
1271,6135,317
1272,6156,313
1273,6175,310
1274,6189,306
1275,6211,304
1276,6228,301
1277,6245,299
1278,6270,296
1279,6293,294
1280,6317,292
1281,6344,290
1282,6366,288
1283,6390,286
1284,6419,284
1285,6443,282
1286,6470,280
1287,6501,279
1288,6528,278
1289,6557,277
1290,6591,276
1291,6622,275
1292,6652,274
1293,6688,273
1294,6723,272
1295,6762,271
1296,6795,270
1297,6831,269
1298,6866,268
1299,6903,267
1300,6836,533
1301,6660,533
1302,6525,532
1303,6415,532
1304,6320,531
1305,6230,531
1306,6154,531
1307,6096,530
1308,6039,530
1309,5995,529
1310,5953,529
1311,5912,528
1312,5882,528
1313,5858,527
1314,5835,527
1315,5818,527
1316,5805,526
1317,5791,526
1318,5775,526
1319,5771,526
1320,5758,525
1321,5754,525
1322,5750,525
1323,5741,525
1324,5738,524
1325,5736,524
1326,5729,523
1327,5728,522
1328,5724,522
1329,5719,521
1330,5721,521
1331,5722,520
1332,5718,520
1333,5718,520
1334,5720,519
1335,5716,519
1336,5721,518
1337,5724,518
1338,5720,517
1339,5722,517
1340,5727,516
1341,5724,516
1342,5728,515
1343,5731,515
1344,5734,514
1345,5737,514
1346,5737,513
1347,5741,512
1348,5744,511
1349,5748,510
1350,5747,493
1351,5753,488
1352,5763,482
1353,5767,473
1354,5777,464
1355,5786,455
1356,5797,446
1357,5810,437
1358,5825,428
1359,5838,420
1360,5853,412
1361,5873,405
1362,5889,398
1363,5908,391
1364,5928,386
1365,5948,380
1366,5972,375
1367,5998,370
1368,6022,366
1369,6047,363
1370,6071,360
1371,6100,356
1372,6129,354
1373,6160,351
1374,6186,349
1375,6220,346
1376,6250,344
1377,6279,342
1378,6311,340
1379,6346,337
1380,6370,335
1381,6404,333
1382,6440,331
1383,6469,329
1384,6502,328
1385,6539,326
1386,6570,325
1387,6604,324
1388,6642,323
1389,6672,322
1390,6704,320
1391,6737,319
1392,6767,318
1393,6805,317
1394,6840,316
1395,6870,315
1396,6904,314
1397,6939,313
1398,6969,312
1399,7005,311
1400,6904,620
1401,6683,619
1402,6518,618
1403,6382,617
1404,6258,616
1405,6147,616
1406,6052,615
1407,5967,614
1408,5897,614
1409,5834,613
1410,5784,613
1411,5734,612
1412,5690,612
1413,5656,611
1414,5625,610
1415,5596,610
1416,5573,609
1417,5552,608
1418,5535,608
1419,5511,607
1420,5495,607
1421,5482,606
1422,5464,606
1423,5452,606
1424,5439,605
1425,5426,605
1426,5412,604
1427,5404,604
1428,5396,603
1429,5389,603
1430,5378,603
1431,5365,602
1432,5357,602
1433,5354,601
1434,5343,601
1435,5338,601
1436,5336,600
1437,5330,600
1438,5324,599
1439,5321,599
1440,5317,598
1441,5317,598
1442,5312,597
1443,5316,597
1444,5312,596
1445,5311,596
1446,5315,595
1447,5318,594
1448,5316,593
1449,5318,592
1450,5320,575
1451,5320,570
1452,5323,564
1453,5325,558
1454,5333,549
1455,5337,540
1456,5342,531
1457,5352,521
1458,5363,510
1459,5378,501
1460,5387,492
1461,5408,484
1462,5421,476
1463,5440,468
1464,5464,462
1465,5485,455
1466,5505,450
1467,5530,446
1468,5558,441
1469,5580,436
1470,5607,433
1471,5636,429
1472,5665,427
1473,5694,423
1474,5722,420
1475,5756,417
1476,5792,415
1477,5823,412
1478,5860,410
1479,5895,408
1480,5930,407
1481,5972,405
1482,6011,403
1483,6050,401
1484,6087,399
1485,6126,398
1486,6171,397
1487,6211,396
1488,6254,395
1489,6299,394
1490,6337,393
1491,6375,392
1492,6420,392
1493,6462,391
1494,6501,390
1495,6547,389
1496,6589,388
1497,6632,387
1498,6675,387
1499,6723,386
1500,6607,771
1501,6337,771
1502,6127,770
1503,5950,770
1504,5792,770
1505,5646,769
1506,5522,769
1507,5412,768
1508,5314,768
1509,5227,768
1510,5155,767
1511,5085,767
1512,5024,767
1513,4975,766
1514,4927,766
1515,4878,766
1516,4843,765
1517,4810,765
1518,4776,765
1519,4743,764
1520,4715,764
1521,4692,763
1522,4668,763
1523,4646,763
1524,4627,762
1525,4609,762
1526,4594,762
1527,4583,762
1528,4569,761
1529,4555,761
1530,4545,760
1531,4535,760
1532,4523,759
1533,4516,759
1534,4509,758
1535,4498,758
1536,4492,757
1537,4485,757
1538,4480,756
1539,4474,756
1540,4473,755
1541,4469,754
1542,4468,753
1543,4464,752
1544,4464,751
1545,4466,751
1546,4460,750
1547,4462,748
1548,4464,747
1549,4459,745
1550,4460,720
1551,4469,711
1552,4471,701
1553,4472,689
1554,4483,676
1555,4493,661
1556,4499,648
1557,4513,634
1558,4527,620
1559,4535,606
1560,4558,593
1561,4575,581
1562,4585,570
1563,4610,559
1564,4629,550
1565,4643,541
1566,4668,533
1567,4696,526
1568,4716,520
1569,4748,513
1570,4780,506
1571,4810,501
1572,4842,495
1573,4874,490
1574,4910,485
1575,4947,480
1576,4984,476
1577,5023,472
1578,5060,470
1579,5099,467
1580,5139,464
1581,5179,461
1582,5220,458
1583,5262,456
1584,5302,453
1585,5343,451
1586,5383,449
1587,5425,447
1588,5463,444
1589,5505,443
1590,5550,441
1591,5593,439
1592,5637,438
1593,5678,436
1594,5725,434
1595,5770,432
1596,5816,431
1597,5864,429
1598,5912,427
1599,5957,425
1600,5850,848
1601,5578,847
1602,5369,846
1603,5199,845
1604,5043,844
1605,4905,843
1606,4792,842
1607,4691,841
1608,4605,840
1609,4537,839
1610,4477,839
1611,4422,838
1612,4381,837
1613,4343,837
1614,4310,836
1615,4287,835
1616,4266,834
1617,4247,834
1618,4236,833
1619,4225,832
1620,4215,831
1621,4213,831
1622,4208,830
1623,4200,829
1624,4200,828
1625,4197,827
1626,4192,826
1627,4196,825
1628,4198,825
1629,4199,824
1630,4196,823
1631,4195,822
1632,4196,821
1633,4194,820
1634,4194,819
1635,4192,818
1636,4193,817
1637,4195,816
1638,4198,815
1639,4199,814
1640,4208,813
1641,4210,812
1642,4215,810
1643,4218,809
1644,4222,807
1645,4223,806
1646,4229,804
1647,4231,802
1648,4240,799
1649,4248,797
1650,4250,757
1651,4256,745
1652,4271,734
1653,4280,719
1654,4289,702
1655,4305,683
1656,4317,662
1657,4331,644
1658,4357,625
1659,4375,608
1660,4395,592
1661,4418,578
1662,4437,563
1663,4465,550
1664,4493,539
1665,4516,530
1666,4544,522
1667,4580,515
1668,4611,508
1669,4641,503
1670,4681,497
1671,4717,493
1672,4759,489
1673,4804,484
1674,4847,480
1675,4891,476
1676,4936,472
1677,4982,469
1678,5030,466
1679,5078,463
1680,5125,460
1681,5177,457
1682,5231,454
1683,5278,451
1684,5328,448
1685,5382,446
1686,5431,444
1687,5484,442
1688,5536,440
1689,5589,438
1690,5647,436
1691,5704,435
1692,5757,433
1693,5811,431
1694,5872,430
1695,5922,429
1696,5972,427
1697,6024,426
1698,6081,425
1699,6135,424
1700,6020,846
1701,5752,845
1702,5553,845
1703,5388,844
1704,5241,843
1705,5110,842
1706,5000,841
1707,4909,840
1708,4830,839
1709,4761,839
1710,4703,838
1711,4646,837
1712,4606,836
1713,4565,836
1714,4527,835
1715,4498,834
1716,4468,834
1717,4442,833
1718,4426,832
1719,4405,832
1720,4387,831
1721,4380,830
1722,4362,829
1723,4351,828
1724,4345,828
1725,4339,827
1726,4328,827
1727,4324,826
1728,4320,826
1729,4308,825
1730,4305,824
1731,4301,823
1732,4293,822
1733,4293,822
1734,4292,821
1735,4284,820
1736,4283,819
1737,4290,819
1738,4286,818
1739,4286,817
1740,4292,816
1741,4290,815
1742,4293,814
1743,4295,813
1744,4298,812
1745,4301,811
1746,4310,810
1747,4315,808
1748,4326,806
1749,4332,803
1750,4339,772
1751,4351,762
1752,4359,753
1753,4373,742
1754,4389,728
1755,4407,715
1756,4423,701
1757,4441,687
1758,4464,674
1759,4486,664
1760,4510,652
1761,4536,642
1762,4564,632
1763,4600,624
1764,4632,615
1765,4667,607
1766,4706,601
1767,4745,594
1768,4782,589
1769,4823,583
1770,4865,578
1771,4903,574
1772,4944,570
1773,4987,567
1774,5027,564
1775,5076,561
1776,5123,558
1777,5167,555
1778,5221,552
1779,5271,549
1780,5321,547
1781,5377,545
1782,5427,543
1783,5478,541
1784,5532,539
1785,5582,537
1786,5633,536
1787,5682,534
1788,5736,532
1789,5784,530
1790,5843,529
1791,5896,527
1792,5948,526
1793,6004,525
1794,6052,523
1795,6102,522
1796,6149,521
1797,6198,520
1798,6247,519
1799,6288,518
1800,6114,1034
1801,5740,1033
1802,5448,1032
1803,5195,1031
1804,4978,1030
1805,4773,1029
1806,4597,1029
1807,4454,1028
1808,4313,1027
1809,4194,1026
1810,4093,1026
1811,3997,1025
1812,3911,1025
1813,3840,1024
1814,3778,1024
1815,3716,1023
1816,3664,1022
1817,3613,1022
1818,3567,1021
1819,3526,1020
1820,3486,1020
1821,3451,1019
1822,3420,1019
1823,3390,1018
1824,3363,1018
1825,3336,1017
1826,3312,1017
1827,3293,1016
1828,3275,1016
1829,3260,1015
1830,3246,1015
1831,3231,1014
1832,3220,1013
1833,3211,1013
1834,3198,1012
1835,3191,1011
1836,3185,1010
1837,3177,1009
1838,3174,1009
1839,3169,1008
1840,3158,1007
1841,3161,1007
1842,3158,1006
1843,3151,1005
1844,3151,1004
1845,3146,1003
1846,3136,1001
1847,3135,999
1848,3131,997
1849,3127,994
1850,3124,962
1851,3123,951
1852,3119,937
1853,3121,920
1854,3119,902
1855,3125,882
1856,3136,863
1857,3143,843
1858,3152,822
1859,3167,802
1860,3176,783
1861,3189,764
1862,3210,746
1863,3227,730
1864,3249,714
1865,3275,700
1866,3299,688
1867,3329,677
1868,3359,667
1869,3389,657
1870,3423,649
1871,3462,641
1872,3498,634
1873,3539,626
1874,3578,620
1875,3625,615
1876,3668,610
1877,3717,606
1878,3768,601
1879,3824,597
